pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,echo3x,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
368.791,10H 1M 45.4789999999994S,13.7243,4.569638,2.2642,0.1482,1.838726,13.704137,13.6697,38.6457,29.0791,3.3881,147.037,0,36105.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
369.558,10H 1M 46.4789999999994S,13.7239,4.569613,2.2637,0.1606,1.8389804,13.705504,13.6691,38.6456,29.0792,3.3849,146.899,0,36106.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
369.91,10H 1M 47.4789999999994S,13.7238,4.569611,2.2629,0.1737,1.8388787,13.708239,13.669,38.6455,29.0791,3.3822,146.782,0,36107.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
370.413,10H 1M 48.4789999999994S,13.7229,4.569494,2.2616,0.1708,1.838726,13.706872,13.668,38.6451,29.079,3.3798,146.676,0,36108.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
371.188,10H 1M 49.4789999999994S,13.7226,4.569488,2.2609,0.1647,1.8388787,13.705504,13.6676,38.645,29.079,3.3825,146.796,0,36109.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
371.83,10H 1M 50.4789999999994S,13.7213,4.569376,2.2617,0.1641,1.8388278,13.704137,13.6662,38.6449,29.0792,3.3872,146.997,0,36110.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
372.46,10H 1M 51.4789999999994S,13.7216,4.56943,2.2623,0.1744,1.8390822,13.702086,13.6664,38.6449,29.0792,3.3867,146.977,0,36111.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
373.204,10H 1M 52.4789999999994S,13.7215,4.569456,2.2625,0.182,1.8394892,13.700035,13.6662,38.6449,29.0793,3.3865,146.969,0,36112.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
373.599,10H 1M 53.4789999999994S,13.7214,4.569477,2.2622,0.1693,1.839133,13.70277,13.666,38.645,29.0794,3.385,146.901,0,36113.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
374.128,10H 1M 54.4789999999994S,13.7219,4.569567,2.262,0.1613,1.8388278,13.703454,13.6665,38.6451,29.0793,3.3868,146.981,0,36114.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
